name,formula,category,basis,A,B,C,D,t_min,t_max,cp_unit,source,data_quality
Hastelloy C-276,Ni-Mo-Cr,Metals & Alloys,specific,0.3862,0.000128,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Brass (Cu-Zn 70/30),Cu-Zn,Metals & Alloys,specific,0.4432,0.000154,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Bronze (Cu-Sn 90/10),Cu-Sn,Metals & Alloys,specific,0.3978,0.000167,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Duralumin (Al 2024),Al-Cu-Mg,Metals & Alloys,specific,0.4385,0.000131,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Al 6061 Alloy,Al-Mg-Si,Metals & Alloys,specific,0.3703,0.000146,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Al 7075 Alloy,Al-Zn-Mg-Cu,Metals & Alloys,specific,0.399,0.000148,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Ti-6Al-4V Alloy,Ti-Al-V,Metals & Alloys,specific,0.4228,0.00016,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Nitinol (NiTi Shape Memory),NiTi,Metals & Alloys,specific,0.4561,0.000126,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Monel 400,Ni-Cu,Metals & Alloys,specific,0.3994,0.00014,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Waspaloy,Ni-Cr-Co-Mo,Metals & Alloys,specific,0.4423,0.000135,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Cast Iron (Gray),Fe-C-Si,Metals & Alloys,specific,0.3783,0.000147,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Ductile Iron,Fe-C-Si,Metals & Alloys,specific,0.4022,0.000137,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Solder Alloy (Sn-Pb 60/40),Sn-Pb,Metals & Alloys,specific,0.3752,0.000175,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
"Solder Alloy (Sn-Ag-Cu, lead-free)",Sn-Ag-Cu,Metals & Alloys,specific,0.3937,0.000172,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Amalgam (Dental Alloy),Ag-Sn-Hg,Metals & Alloys,specific,0.4179,0.000123,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Babbitt Metal,Sn-Sb-Cu,Metals & Alloys,specific,0.4442,0.00017,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Invar (Fe-Ni 36),Fe-Ni,Metals & Alloys,specific,0.4399,0.000176,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Kovar,Fe-Ni-Co,Metals & Alloys,specific,0.4426,0.00013,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Elinvar,Fe-Ni-Cr,Metals & Alloys,specific,0.4091,0.000133,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Constantan,Cu-Ni,Metals & Alloys,specific,0.4043,0.000124,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Nichrome,Ni-Cr,Metals & Alloys,specific,0.3857,0.000179,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Alnico (magnet alloy),Al-Ni-Co-Fe,Metals & Alloys,specific,0.3791,0.000167,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Zircaloy-4,Zr-Sn-Fe-Cr,Metals & Alloys,specific,0.4026,0.000145,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Mg-AZ31 Alloy,Mg-Al-Zn,Metals & Alloys,specific,0.4376,0.00018,0,0,298,1200,J/g/K,Class-typical estimate (MatWeb/AZoM range) - REPLACE with cited value,placeholder
Boron Carbide,B4C,Ceramics,specific,1.529294,0.00044497,7.91e-08,-51786.3,200.0,2743.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: B4C(cr), B4C(cr); ref: tpis96); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,2743] K [WARNING: 4-term model max error 34% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Boron Nitride (hexagonal),BN,Ceramics,specific,1.057615,0.00088434,-1.869e-07,-33701.86,200.0,3240.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: BN(cr), BN(cr); ref: tpis96); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,3240] K [WARNING: 4-term model max error 23% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Tungsten Carbide,WC,Ceramics,specific,0.221468,4.41e-05,-5.2e-09,-4757.15,298.15,2500.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: WC(cr); ref: bar); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [298,2500] K",verified
Titanium Carbide,TiC,Ceramics,specific,0.77467,7.733e-05,1.75e-08,-17448.02,200.0,3290.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: TiC(cr), TiC(cr); ref: j); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,3290] K [note: 4-term refit max error 8.8% vs true NASA curve]",verified-approx
Titanium Nitride,TiN,Ceramics,specific,0.763076,8.526e-05,1.33e-08,-14625.58,200.0,3220.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: TiN(cr), TiN(cr); ref: j); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,3220] K [note: 4-term refit max error 6.1% vs true NASA curve]",verified-approx
Tantalum Carbide,TaC,Ceramics,specific,0.222051,4.54e-05,-1.2e-09,-3479.82,200.0,4273.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: TaC(cr), TaC(cr); ref: j12/73); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,4273] K",verified
Hafnium Carbide,HfC,Ceramics,specific,0.6393,0.000355,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Zirconium Carbide,ZrC,Ceramics,specific,0.46415,6.081e-05,-5.8e-09,-8750.28,200.0,3805.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: ZrC(cr), ZrC(cr); ref: j12/64); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,3805] K [note: 4-term refit max error 7.4% vs true NASA curve]",verified-approx
Molybdenum Disilicide,MoSi2,Ceramics,specific,0.7195,0.000321,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Yttria (Y2O3),Y2O3,Ceramics,specific,0.6818,0.000254,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Ceria (CeO2),CeO2,Ceramics,specific,0.7821,0.00027,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Barium Titanate,BaTiO3,Ceramics,specific,0.7215,0.000314,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Lead Zirconate Titanate (PZT),"Pb(Zr,Ti)O3",Ceramics,specific,0.6947,0.00031,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Strontium Titanate,SrTiO3,Ceramics,specific,0.6987,0.000352,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Yttrium Aluminum Garnet (YAG),Y3Al5O12,Ceramics,specific,0.6556,0.000326,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Cordierite,Mg2Al4Si5O18,Ceramics,specific,0.6725,0.000287,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Steatite,MgSiO3,Ceramics,specific,0.790172,0.00064008,-1.993e-07,-12838.38,200.0,903.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: MgSiO3(I); ref: j12/67); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,903] K",verified
Forsterite,Mg2SiO4,Ceramics,specific,0.957227,0.00036812,-6.89e-08,-17624.41,200.0,2171.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: Mg2SiO4(cr), Mg2SiO4(cr); ref: g11/00); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,2171] K",verified
Zircon,ZrSiO4,Ceramics,specific,0.6437,0.000295,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Wollastonite,CaSiO3,Ceramics,specific,0.7726,0.00036,0,0,298,1800,J/g/K,Class-typical estimate (NIST-JANAF range) - REPLACE with cited value,placeholder
Cadmium Sulfide,CdS,Semiconductors,specific,0.2674,0.000177,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Cadmium Telluride,CdTe,Semiconductors,specific,0.2636,0.000235,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Lead Sulfide,PbS,Semiconductors,specific,0.207362,1.249e-05,1.26e-08,-443.31,100.0,1386.5,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: PbS(cr), PbS(cr); ref: tpis91); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [100,1386] K",verified
Indium Antimonide,InSb,Semiconductors,specific,0.2894,0.000173,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Gallium Phosphide,GaP,Semiconductors,specific,0.3089,0.000216,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Aluminium Arsenide,AlAs,Semiconductors,specific,0.2866,0.000239,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Silicon-Germanium Alloy,SiGe,Semiconductors,specific,0.3129,0.000161,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Copper Indium Gallium Selenide,CIGS,Semiconductors,specific,0.3174,0.000184,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Zinc Selenide,ZnSe,Semiconductors,specific,0.2914,0.000235,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Mercury Cadmium Telluride,HgCdTe,Semiconductors,specific,0.274,0.000169,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Boron (semiconducting),B,Semiconductors,specific,1.283,0.00134459,-3.032e-07,-45261.48,200.0,2350.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: B(b), B(b); ref: j); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,2350] K [WARNING: 4-term model max error 26% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Bismuth Telluride (thermoelectric),Bi2Te3,Semiconductors,specific,0.272,0.000208,0,0,298,1000,J/g/K,Class-typical estimate (NIST/Materials Project range) - REPLACE with cited value,placeholder
Chromite Refractory Brick,FeCr2O4,Refractories,specific,0.756,0.000264,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Magnesia-Chrome Brick,MgO-Cr2O3,Refractories,specific,0.7405,0.000272,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Fireclay Refractory Brick,Al2O3-SiO2,Refractories,specific,0.6943,0.000349,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Silica Refractory Brick,SiO2,Refractories,specific,0.891363,-7.761e-05,7.376e-07,-15088.74,200.0,848.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: SiO2(a-qz); ref: tpis91); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,848] K",verified
High-Alumina Refractory (85%),Al2O3-rich,Refractories,specific,0.7064,0.000273,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Carbon-Bonded Magnesia Brick,MgO-C,Refractories,specific,0.6215,0.000333,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Zirconia-Mullite Refractory,ZrO2-Al2SiO5,Refractories,specific,0.7411,0.000271,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Dolomite Refractory,CaMg(CO3)2,Refractories,specific,0.7473,0.000306,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Spinel-Bonded Magnesia Brick,MgO-MgAl2O4,Refractories,specific,0.7166,0.000241,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Silicon Carbide Refractory,SiC-bonded,Refractories,specific,0.6289,0.000346,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Diamond,C,Other,specific,1.234835,0.00053066,-5.78e-08,-48084.62,200.0,6000.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: C(gr), C(gr), C(gr); ref: n); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,6000] K [WARNING: 4-term model max error 67% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Graphite,C,Other,specific,1.234835,0.00053066,-5.78e-08,-48084.62,200.0,6000.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: C(gr), C(gr), C(gr); ref: n); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,6000] K [WARNING: 4-term model max error 67% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Fullerene (C60),C60,Other,specific,0.6676,0.000255,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Carbon Nanotube (bulk),C,Other,specific,1.234835,0.00053066,-5.78e-08,-48084.62,200.0,6000.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: C(gr), C(gr), C(gr); ref: n); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,6000] K [WARNING: 4-term model max error 67% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Graphene (bulk stacked),C,Other,specific,1.234835,0.00053066,-5.78e-08,-48084.62,200.0,6000.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: C(gr), C(gr), C(gr); ref: n); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,6000] K [WARNING: 4-term model max error 67% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Amorphous Carbon,C,Other,specific,1.234835,0.00053066,-5.78e-08,-48084.62,200.0,6000.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: C(gr), C(gr), C(gr); ref: n); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,6000] K [WARNING: 4-term model max error 67% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Quartz Glass Fiber,SiO2,Other,specific,0.891363,-7.761e-05,7.376e-07,-15088.74,200.0,848.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: SiO2(a-qz); ref: tpis91); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,848] K",verified
Hydroxyapatite (bioceramic),Ca5(PO4)3OH,Other,specific,0.7417,0.000346,0,0,298,1800,J/g/K,Class-typical estimate (handbook range) - REPLACE with cited value,placeholder
Barium Sulfate,BaSO4,Other,specific,0.397103,0.00037566,-7.1e-08,-4866.42,200.0,1423.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: BaSO4(a), BaSO4(a); ref: tpis96); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,1423] K",verified
Calcium Fluoride (Fluorite),CaF2,Other,specific,1.79072,-0.00214758,1.5273e-06,-31803.95,200.0,1424.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: CaF2(a), CaF2(a), CaF2(a); ref: tpis96); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,1424] K [WARNING: 4-term model max error 20% vs true NASA curve over this range - do not trust without manual re-check]",verified-poor_fit
Lithium Fluoride,LiF,Other,specific,1.67406,0.00061822,1.16e-08,-21951.03,200.0,1122.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: LiF(cr), LiF(cr); ref: tpis82); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,1122] K",verified
Sodium Chloride (Halite),NaCl,Other,specific,0.880806,-4.035e-05,2.842e-07,-3094.49,200.0,1074.0,J/g/K,"NASA Glenn Coefficients, NASA/TP—2002-211556, Appendix D (species: NaCL(cr), NaCL(cr); ref: tpis82); refit to Cp=A+BT+CT^2+D/T^2 by least-squares over [200,1074] K",verified
